Year,Series,Ministry,Department,Unit,Value
2019,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),-49
2019,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),71
2019,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),4
2019,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),43
2019,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),312
2019,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),4465
2019,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),5
2019,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),-2
2019,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),32
2019,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),80
2019,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),0
2019,Original Budget,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),6
2019,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),12
2019,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),22
2019,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),4
2019,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),159
2019,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),6
2019,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),214
2019,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),10
2019,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),74
2019,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),1
2019,Original Budget,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),67
2019,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),-1
2019,Original Budget,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),3761
2020,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),8
2020,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),6
2020,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),-3
2020,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),19
2020,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),6
2020,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),29
2020,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),1
2020,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),136
2020,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),190
2020,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),13
2020,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),0
2020,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),65
2020,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),38
2020,Original Budget,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),632
2020,Original Budget,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),564
2020,Original Budget,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),0
2020,Original Budget,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),61
2020,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),33
2020,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),89
2020,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),47
2020,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),11
2020,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),3
2020,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1012
2020,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),2917
2020,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),5
2020,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),2
2020,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),9
2020,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),17
2020,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),11
2020,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),3
2020,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),14
2020,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),14
2020,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),302
2020,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),3
2020,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),13
2020,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),73
2020,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade Development Division,Millions in Vatu (VUV),14
2020,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),32
2020,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),52
2020,Original Budget,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),38
2020,Original Budget,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),318
2021,Original Budget,Constitutional Agencies,Electoral Office,Millions in Vatu (VUV),14
2021,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),12
2021,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),25
2021,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),23
2021,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),23
2021,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,Millions in Vatu (VUV),3
2021,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),90
2021,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),98
2021,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),22
2021,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),0
2021,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),68
2021,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),7
2021,Original Budget,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),1973
2021,Original Budget,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),-2
2021,Original Budget,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),5
2021,Original Budget,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),60
2021,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),7
2021,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),40
2021,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),37
2021,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),36
2021,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Millions in Vatu (VUV),12
2021,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),8
2021,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1461
2021,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),4601
2021,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),6
2021,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),5
2021,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),317
